,AA,BB,CC,DD,EE,FF,GG,HH,II,JJ
0,-0.000601195612674,0.00235338594971,-0.0752335718293,0.0132986457962,0.013729458857,-0.0300331025108,0.0097098478981,0.0607366596922,-0.0128692023155,-0.0221373498858
1,0.0191767846723,0.0500080797498,0.0413445093224,-0.0118638458107,-0.0118797818094,-0.0135939386481,-0.00732870527613,-0.0266736509577,0.00987573185266,0.0128089335267
2,-0.0203332000076,0.0266382125763,-0.0389990672811,-0.017777519562,0.0127868199621,-0.00596770228189,-0.0223268641586,-0.023152572415,-0.00700707699816,-0.0380340562197
3,0.0014206991819,-0.0538128052695,-0.0133465260905,-0.00262984903161,-0.0636934739858,-0.0411177352489,0.0225883214158,-0.0123480666579,0.0187356648257,-0.058372513909
4,0.00864771267018,0.114835959861,0.00361711846446,0.00789413132211,0.0412976559192,0.0198546937033,0.0208700535229,0.0640898336902,-0.0111530482356,0.0243334775592
5,0.00577363510133,0.0146318448214,0.00602181447036,0.0153296094,-0.065888295148,0.0202097222191,-0.0183697568534,0.00293514155882,-0.0276862876386,-0.0205926634095
6,0.0432486801673,0.0908105558426,0.0280267736573,0.0397475367342,0.0173493845462,0.0387304042098,-0.00355793010651,0.0306599394785,0.0518154616057,0.0591557584395
7,0.00035530109459,0.0560587804076,-0.0352906853643,0.0393892543934,0.0454316864314,-0.0259102974168,0.0314200540614,0.0371417632181,0.0458965751594,0.0178062199922
8,0.0113584690751,0.0100309028542,0.00263098105616,0.0105587832648,0.0182473171858,-0.0191336020928,0.0271227108439,0.0278796680076,-0.00237372043701,0.02140333684
9,0.00751644560006,0.106341791652,-0.025436461795,0.0088468020241,0.00840227993962,0.0014094192731,0.0263823212723,0.00957274705883,0.00421714395417,0.00208387694357
10,-0.0141644967957,0.0119751707846,0.00719056361301,0.0225967591058,-0.00574240835454,-0.0151349813909,0.0345343582522,-0.0132891993884,0.00862133055587,-0.00983114836391
11,0.00451033311878,-0.0193238647214,-0.0840954566359,0.00234651679624,-0.0337741313685,0.000900736791595,-0.0115577063549,-0.00309579273421,0.0016479524886,-0.0170176076657
12,-0.000528830057118,-0.0710183734529,-0.0194490936012,-0.00203494094379,-0.0362482340344,0.0137987358803,-0.0254533685141,0.0118716665894,-0.0217349592006,-0.0115644186494
13,0.00574272738462,0.0222947634929,-0.0262350515238,0.0293337672764,-0.00292241750327,0.0249997929323,0.00681989964224,0.0202693081912,-0.00952844289155,-0.0461254719181
